1017	5	Food & Drink	Seasoned Wolf Kabob	1248387	Nutritious Food	Seasoned Wolf Kabob | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
1072	5	Food & Drink	Full Moonshine	438	Restore Mana	Full Moonshine | Use: Restores 280 to 360 mana.
1082	5	Food & Drink	Redridge Goulash	1248383	Nutritious Food	Redridge Goulash | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Intellect for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 5
1113	5	Food & Drink	Conjured Bread	434	Food	Conjured Bread | Conjured Item | Use: Restores 234 health over 21 sec.  Must remain seated while eating. | Requires Level 5
1114	5	Food & Drink	Conjured Rye	435	Food	Conjured Rye | Conjured Item | Use: Restores 530 health over 24 sec.  Must remain seated while eating. | Requires Level 15
1119	5	Food & Drink	Bottled Spirits	435	Food	Bottled Spirits | Use: Restores 530 health over 24 sec.  Must remain seated while eating. (1 |4Sec:Sec; Cooldown)
1127	8	Other	Flash Bundle	2120	Flamestrike	Flash Bundle | Binds when picked up | Use: Calls down a pillar of fire, burning all enemies within the area for 55 to 72 Fire damage and an additional 45 Fire damage over 8 sec. Only one Flamestrike can be active per Mage at a time. || DESC: Calls down a pillar of fire, burning all enemies within the area for 53 to 70 Fire damage and an additional 45 Fire damage over 8 sec. Only one Flamestrike can be active per Mage at a time.
1128	8	Other	Deprecated [PH] Redridge Rye	nil	nil	
1165	5	Food & Drink	Test Food	7291	Food (TEST)	Test Food | Use: Restores 60 health over 30 sec.  Combat cancels.
1176	8	Other	Smelling Salts	2006	Resurrection	Smelling Salts | Binds when picked up | Unique | Use: Brings a dead player back to life with 70 health and 135 mana.  Cannot be cast when in combat. (1 |4Sec:Sec; Cooldown)
1177	8	Other	Oil of Olaf	673	Elixir of Minor Defense	Oil of Olaf | Use: Increases armor by 50 for 1 |4hour:hrs;. (1 |4Sec:Sec; Cooldown)
1178	8	Other	Explosive Rocket	1940	Rocket Blast	Explosive Rocket | Use: Inflicts 28 to 33 Fire damage in a 3 yard radius.
1179	5	Food & Drink	Ice Cold Milk	431	Drink	Ice Cold Milk | Use: Restores 420 mana over 21 sec.  Must remain seated while drinking. | Requires Level 5
1180	4	Scrolls	Scroll of Stamina	8099	Stamina	Scroll of Stamina | Use: Increases the target's Stamina by 4 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 5
1181	4	Scrolls	Scroll of Spirit	8112	Spirit	Scroll of Spirit | Use: Increases the target's Spirit by 3 for 30 min. (1 |4Sec:Sec; Cooldown)
1187	8	Other	Spiked Collar	8176	Summon Felhunter	Spiked Collar | Binds when picked up | Unique | Use: Summons a guardian felhunter that will protect you for 10 min. | 5 |4Charge:Charges; | Requires Level 27 || DESC: Summons a guardian felhunter that will protect you for 10 min.
1191	8	Other	Bag of Marbles	5917	Fumble	Bag of Marbles | Binds when picked up | Use: Decreases target's chance to hit with attacks by 25% for 10 sec. | 10 |4Charge:Charges;
1199	8	Other	Charged Soulstone	nil	nil	Charged Soulstone | Conjured Item | Binds when picked up | Unique
1205	5	Food & Drink	Melon Juice	432	Drink	Melon Juice | Use: Restores 803 mana over 24 sec.  Must remain seated while drinking. | Requires Level 15
1251	7	Bandages	Linen Bandage	746	First Aid	Linen Bandage | Use: Heals 66 damage over 6 sec. | Requires First Aid (1)
1262	8	Other	Keg of Thunderbrew	5257	Thunderbrew	Keg of Thunderbrew | Binds when picked up | Use: Increases Stamina by 3. | 5 |4Charge:Charges; || DESC: Increases Stamina by 3.
1267	8	Other	Deprecated Cask of Merlot	431	Drink	Deprecated Cask of Merlot | Use: Restores 420 mana over 21 sec.  Must remain seated while drinking. (1 |4Sec:Sec; Cooldown)
1268	8	Other	Deprecated Bottle of Moonshine	432	Drink	Deprecated Bottle of Moonshine | Use: Restores 803 mana over 24 sec.  Must remain seated while drinking. (1 |4Sec:Sec; Cooldown)
1269	8	Other	Deprecated Skin of Sweet Rum	nil	nil	
1321	8	Other	Deprecated Broiled Sunfish	434	Food	Deprecated Broiled Sunfish | Use: Restores 234 health over 21 sec.  Must remain seated while eating. (1 |4Sec:Sec; Cooldown)
1322	8	Other	Fishliver Oil	7396	Fishliver Oil	Fishliver Oil | Binds when picked up | Use: Increases your attack speed by 10% for 30 sec.
1326	5	Food & Drink	Sauteed Sunfish	434	Food	Sauteed Sunfish | Use: Restores 234 health over 21 sec.  Must remain seated while eating. (1 |4Sec:Sec; Cooldown)
1399	8	Other	Magic Candle	133	Fireball	Magic Candle | Use: Hurls a fiery ball that causes 16 to 25 Fire damage and an additional 2 Fire damage over 4 sec.
1400	8	Other	Swiftfeather Token	65	Haste	Swiftfeather Token | Use: Increases your attack speed by 2% for 30 sec. | Requires Level 2 || DESC: Increases your attack speed by 2% for 30 sec.
1401	5	Food & Drink	Green Tea Leaf	833	Green Tea	Green Tea Leaf | Use: Instantly heals 30 damage.  Also restores 57 mana over 10 sec.  Must remain seated while drinking. | Requires Level 4
1402	8	Other	Brimstone	143	Fireball	Brimstone | Use: Hurls a fiery ball that causes 33 to 48 Fire damage and an additional 3 Fire damage over 6 sec. | 5 |4Charge:Charges; | Requires Level 2 || DESC: Hurls a fiery ball that causes 33 to 48 Fire damage and an additional 3 Fire damage over 6 sec.
1434	8	Other	Glowing Wax Stick	13424	Faerie Fire	Glowing Wax Stick | Binds when picked up | Use: Decrease the armor of the target by 50 for 30 sec.  While affected, the target cannot stealth or turn invisible. || DESC: Decrease the armor of the target by 50 for 30 sec.  While affected, the target cannot stealth or turn invisible.
1450	1	Potions	Potion of Fervor	806	Fervor	Potion of Fervor | Use: Increases Strength by 14 and does 15 damage to you every 15.3 sec for 1 min. | Requires Level 15
1477	4	Scrolls	Scroll of Agility II	8116	Agility	Scroll of Agility II | Use: Increases the target's Agility by 9 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 25
1478	4	Scrolls	Scroll of Protection II	8094	Armor	Scroll of Protection II | Use: Increases the target's Armor by 120 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 15
1487	5	Food & Drink	Conjured Pumpernickel	1127	Food	Conjured Pumpernickel | Conjured Item | Use: Restores 841 health over 27 sec.  Must remain seated while eating. | Requires Level 25
1533	8	Other	Deprecated Bloodscalp Idol	nil	nil	Deprecated Bloodscalp Idol | Requires Level 27
1612	8	Other	Deprecated Skullsplitter Idol	706	Demon Armor	Deprecated Skullsplitter Idol | Use: Protects the caster, increasing armor by 210, Shadow resistance by 3 and increases health regeneration by 7 health per 5 sec. for 30 min. (2 |4Min:Min; Cooldown) | 5 |4Charge:Charges; | Requires Level 28
1645	5	Food & Drink	Moonberry Juice	1135	Drink	Moonberry Juice | Use: Restores 1,915 mana over 30 sec.  Must remain seated while drinking. | Requires Level 35
1649	8	Other	Deprecated Ham Sandwich	nil	nil	Deprecated Ham Sandwich | Requires Level 30
1700	8	Other	Deprecated Blood Totem	nil	nil	Deprecated Blood Totem | Binds when used | Neck | Requires Level 33
1703	8	Other	Crystal Basilisk Spine	1138	Crystal Protection	Crystal Basilisk Spine | Use: Increases Frost and Shadow resistance by 10 for 1 min. | Requires Level 25 || DESC: Increases Frost and Shadow resistance by 10 for 1 min.
1704	8	Other	Deprecated Cold Basilisk Eye	1139	Cold Eye	Deprecated Cold Basilisk Eye | Use: Increases time between target's attacks by 20% and reduces their movement speed by 40% for 15 sec. (1 |4Min:Min; Cooldown) | Requires Level 29 || DESC: Increases time between target's attacks by 20% and reduces their movement speed by 40% for 15 sec.
1707	5	Food & Drink	Stormwind Brie	1127	Food	Stormwind Brie | Use: Restores 841 health over 27 sec.  Must remain seated while eating. | Requires Level 25
1708	5	Food & Drink	Sweet Nectar	1133	Drink	Sweet Nectar | Use: Restores 1,292 mana over 27 sec.  Must remain seated while drinking. | Requires Level 25
1710	1	Potions	Greater Healing Potion	2024	Healing Potion	Greater Healing Potion | Use: Restores 455 to 585 health. | Requires Level 21
1711	4	Scrolls	Scroll of Stamina II	8100	Stamina	Scroll of Stamina II | Use: Increases the target's Stamina by 8 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 20
1712	4	Scrolls	Scroll of Spirit II	8113	Spirit	Scroll of Spirit II | Use: Increases the target's Spirit by 7 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 15
1851	8	Other	Cleansing Water	1152	Purify	Cleansing Water | Use: Purifies the friendly target, removing 1 disease effect and 1 poison effect. | 5 |4Charge:Charges;
1970	8	Other	Restoring Balm	8070	Rejuvenation	Restoring Balm | Binds when picked up | Use: Heals the target for 180 damage over 12 sec. || DESC: Heals the target for 180 damage over 12 sec.
1995	8	Other	Deprecated Cat's Paw	370	Purge	Deprecated Cat's Paw | Binds when used | Use: Purges the enemy target, removing 1 magic effect. (1 |4Min:Min; Cooldown) | 3 |4Charge:Charges; | Requires Level 24 || DESC: Purges the enemy target, removing 1 magic effect.
2070	5	Food & Drink	Darnassian Bleu	433	Food	Darnassian Bleu | Use: Restores 58 health over 18 sec.  Must remain seated while eating.
2071	8	Other	Deprecated Mountain Spring Water	430	Drink	Deprecated Mountain Spring Water | Use: Restores 145 mana over 18 sec.  Must remain seated while drinking.
2091	8	Other	Magic Dust	1090	Sleep	Magic Dust | Use: Puts the enemy target to sleep for up to 30 sec.  Any damage caused will awaken the target.  Only one target can be asleep at a time. | Requires Level 10 || DESC: Puts the enemy target to sleep for up to 30 sec.  Any damage caused will awaken the target.  Only one target can be asleep at a time.
2136	5	Food & Drink	Conjured Purified Water	432	Drink	Conjured Purified Water | Conjured Item | Use: Restores 803 mana over 24 sec.  Must remain seated while drinking. | Requires Level 15
2287	5	Food & Drink	Haunch of Meat	434	Food	Haunch of Meat | Use: Restores 234 health over 21 sec.  Must remain seated while eating. | Requires Level 5
2288	5	Food & Drink	Conjured Fresh Water	431	Drink	Conjured Fresh Water | Conjured Item | Use: Restores 420 mana over 21 sec.  Must remain seated while drinking. | Requires Level 5
2289	4	Scrolls	Scroll of Strength II	8119	Strength	Scroll of Strength II | Use: Increases the target's Strength by 9 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 25
2290	4	Scrolls	Scroll of Intellect II	8097	Intellect	Scroll of Intellect II | Use: Increases the target's Intellect by 8 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 20
2304	6	Permanent	Light Armor Kit	2831	Armor +8, Stamina +1	Light Armor Kit | Use: Permanently increase the Stamina value by 1 and the Armor value by 8 of an item worn on the chest, legs, hands or feet. (1 |4Sec:Sec; Cooldown)
2313	6	Permanent	Medium Armor Kit	2832	Armor +16, Stamina +2	Medium Armor Kit | Requires Level 5
2454	2	Elixirs	Elixir of Minor Strength	2367	Lesser Strength	Elixir of Minor Strength | Use: Increases Strength by 4 for 1 |4hour:hrs;.
2455	1	Potions	Minor Mana Potion	437	Restore Mana	Minor Mana Potion | Use: Restores 140 to 180 mana. | Requires Level 5
2456	1	Potions	Minor Rejuvenation Potion	2370	Rejuvenation Potion	Minor Rejuvenation Potion | Use: Restores 90 to 150 mana and 90 to 150 health. | Requires Level 5
2457	2	Elixirs	Elixir of Minor Agility	2374	Lesser Agility	Elixir of Minor Agility | Use: Increases Agility by 4 for 1 |4hour:hrs;. | Requires Level 2
2458	2	Elixirs	Elixir of Minor Fortitude	2378	Health	Elixir of Minor Fortitude | Use: Increases the player's maximum health by 27 for 1 |4hour:hrs;. | Requires Level 2
2459	1	Potions	Swiftness Potion	2379	Speed	Swiftness Potion | Use: Increases run speed by 50% for 15 sec. | Requires Level 5
2460	2	Elixirs	nil	nil	nil	
2461	1	Potions	Deprecated Elemental Resistance Potion	2381	Resistance (OLD)	Deprecated Elemental Resistance Potion | Requires Level 10
2462	1	Potions	Deprecated Potion of Lesser Invulnerability (Fix)	440	Healing Potion	Deprecated Potion of Lesser Invulnerability (Fix) | Use: Restores 140 to 180 health.
2581	7	Bandages	Heavy Linen Bandage	1159	First Aid	Heavy Linen Bandage | Use: Heals 114 damage over 6 sec. | Requires First Aid (20)
2593	5	Food & Drink	Flask of Stormwind Tawny	11008	Standard Alcohol	Flask of Stormwind Tawny | Use: A typical alcoholic beverage. (10 |4Sec:Sec; Cooldown)
2594	5	Food & Drink	Flagon of Dwarven Honeymead	11009	Strong Alcohol	Flagon of Dwarven Honeymead | Use: A strong alcoholic beverage. (10 |4Sec:Sec; Cooldown)
2595	5	Food & Drink	Jug of Badlands Bourbon	11009	Strong Alcohol	Jug of Badlands Bourbon | Use: A strong alcoholic beverage. (10 |4Sec:Sec; Cooldown)
2596	5	Food & Drink	Skin of Dwarven Stout	11008	Standard Alcohol	Skin of Dwarven Stout | Use: A typical alcoholic beverage. (10 |4Sec:Sec; Cooldown)
2633	1	Potions	Jungle Remedy	3592	Cure Ailments	Jungle Remedy | Use: Cures diseases and neutralizes poisons up to level 35. | Requires Level 22
2679	5	Food & Drink	Charred Wolf Meat	433	Food	Charred Wolf Meat | Use: Restores 58 health over 18 sec.  Must remain seated while eating. (1 |4Sec:Sec; Cooldown)
2680	5	Food & Drink	Spiced Wolf Meat	1248378	Nutritious Food	Spiced Wolf Meat | Use: Restores 58 health over 18 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 1 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown)
2681	5	Food & Drink	Roasted Boar Meat	1248380	Nutritious Food	Roasted Boar Meat | Use: Restores 58 health over 18 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 1 Strength for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown)
2682	5	Food & Drink	Cooked Crab Claw	1248379	Nutritious Food	Cooked Crab Claw | Use: Restores 58 health over 18 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 1 Intellect for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown)
2683	5	Food & Drink	Crab Cake	1248383	Nutritious Food	Crab Cake | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Intellect for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 5
2684	5	Food & Drink	Coyote Steak	1248382	Nutritious Food	Coyote Steak | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. | Requires Level 5
2685	5	Food & Drink	Succulent Pork Ribs	1248389	Nutritious Food	Succulent Pork Ribs | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Strength for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
2686	5	Food & Drink	Thunder Ale	11007	Weak Alcohol	Thunder Ale | Use: A fairly weak alcoholic beverage. (10 |4Sec:Sec; Cooldown)
2687	5	Food & Drink	Dry Pork Ribs	1248384	Nutritious Food	Dry Pork Ribs | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Strength for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 5
2688	8	Other	Squirrel Nut	nil	nil	
2723	5	Food & Drink	Bottle of Dalaran Noir	11007	Weak Alcohol	Bottle of Dalaran Noir | Use: A fairly weak alcoholic beverage. (10 |4Sec:Sec; Cooldown)
2862	8	Other	Rough Sharpening Stone	2828	Sharpen Blade	Rough Sharpening Stone | Use: Increase sharp weapon damage by 2 for 30 minutes. (1 |4Sec:Sec; Cooldown)
2863	8	Other	Coarse Sharpening Stone	2829	Sharpen Blade II	Coarse Sharpening Stone | Use: Increase sharp weapon damage by 3 for 30 minutes. (1 |4Sec:Sec; Cooldown) | Requires Level 5 || DESC: Increase sharp weapon damage by 3 for 30 minutes.
2871	8	Other	Heavy Sharpening Stone	2830	Sharpen Blade III	Heavy Sharpening Stone | Use: Increase sharp weapon damage by 4 for 30 minutes. (1 |4Sec:Sec; Cooldown) | Requires Level 15 || DESC: Increase sharp weapon damage by 4 for 30 minutes.
2888	5	Food & Drink	Beer Basted Boar Ribs	1248380	Nutritious Food	Beer Basted Boar Ribs | Use: Restores 58 health over 18 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 1 Strength for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown)
2892	8	Other	Deadly Poison	2823	Deadly Poison	Deadly Poison | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 24 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  90 charges. | Classes: Rogue | Requires Level 30 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 24 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  90 charges.
2893	8	Other	Deadly Poison II	2824	Deadly Poison II	Deadly Poison II | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 36 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  115 charges. | Classes: Rogue | Requires Level 38 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 36 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  115 charges.
2894	5	Food & Drink	Rhapsody Malt	11007	Weak Alcohol	Rhapsody Malt | Use: A fairly weak alcoholic beverage.
3012	4	Scrolls	Scroll of Agility	8115	Agility	Scroll of Agility | Use: Increases the target's Agility by 5 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 10
3013	4	Scrolls	Scroll of Protection	8091	Armor	Scroll of Protection | Use: Increases the target's Armor by 60 for 30 min. (1 |4Sec:Sec; Cooldown)
3087	1	Potions	Mug of Shimmer Stout	29236	Shimmer Stout	Mug of Shimmer Stout | Use: Restores 140 to 180 mana.
3220	5	Food & Drink	Blood Sausage	1248384	Nutritious Food	Blood Sausage | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Strength for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 5
3239	8	Other	Rough Weightstone	3112	Enhance Blunt Weapon	Rough Weightstone | Use: Increase the damage of a blunt weapon by 2 for 30 minutes. (1 |4Sec:Sec; Cooldown)
3240	8	Other	Coarse Weightstone	3113	Enhance Blunt Weapon II	Coarse Weightstone | Use: Increase the damage of a blunt weapon by 3 for 30 minutes. (1 |4Sec:Sec; Cooldown) | Requires Level 5 || DESC: Increase the damage of a blunt weapon by 3 for 30 minutes.
3241	8	Other	Heavy Weightstone	3114	Enhance Blunt Weapon III	Heavy Weightstone | Use: Increase the damage of a blunt weapon by 4 for 30 minutes. (1 |4Sec:Sec; Cooldown) | Requires Level 15 || DESC: Increase the damage of a blunt weapon by 4 for 30 minutes.
3382	1	Potions	Minor Troll's Blood Elixir	3219	Minor Troll's Blood Elixir	Minor Troll's Blood Elixir | Use: Regenerate 2 health every 5 sec for 1 |4hour:hrs;.
3383	2	Elixirs	Elixir of Wisdom	3166	Lesser Intellect	Elixir of Wisdom | Use: Increases Intellect by 6 for 1 |4hour:hrs;. | Requires Level 10
3384	1	Potions	Minor Magic Resistance Potion	2380	Resistance	Minor Magic Resistance Potion | Use: Increases your resistance to all schools of magic by 25 for 3 min. | Requires Level 12
3385	1	Potions	Lesser Mana Potion	438	Restore Mana	Lesser Mana Potion | Use: Restores 280 to 360 mana. | Requires Level 14
3386	2	Elixirs	Potion of Poison Cleansing	26677	Cure Poison	Potion of Poison Cleansing | Use: Imbiber is cured of up to four poisons up to level 60. | Requires Level 14
3387	1	Potions	Limited Invulnerability Potion	3169	Invulnerability	Limited Invulnerability Potion | Use: Imbiber is immune to physical attacks for the next 6 sec. | Requires Level 45
3388	1	Potions	Lesser Troll's Blood Elixir	3222	Regeneration	Lesser Troll's Blood Elixir | Use: Regenerate 6 health every 5 sec for 1 |4hour:hrs;. | Requires Level 15
3389	2	Elixirs	Elixir of Lesser Defense	3220	Armor	Elixir of Lesser Defense | Use: Increases armor by 150 for 1 |4hour:hrs;. | Requires Level 16
3390	2	Elixirs	Elixir of Lesser Agility	3160	Agility	Elixir of Lesser Agility | Use: Increases Agility by 8 for 1 |4hour:hrs;. | Requires Level 18
3391	2	Elixirs	Elixir of Ogre Strength	3164	Strength	Elixir of Ogre Strength | Use: Increases Strength by 8 for 1 |4hour:hrs;. | Requires Level 20
3434	8	Other	Slumber Sand	700	Sleep	Slumber Sand | Binds when picked up | Use: Puts the enemy target to sleep for up to 20 sec.  Any damage caused will awaken the target.  Only one target can be asleep at a time. || DESC: Puts the enemy target to sleep for up to 20 sec.  Any damage caused will awaken the target.  Only one target can be asleep at a time.
3438	8	Other	Ankh of Resurrection	2006	Resurrection	Ankh of Resurrection | Binds when picked up | Unique | Use: Brings a dead player back to life with 70 health and 135 mana.  Cannot be cast when in combat.
3441	8	Other	Deprecated Crippling Agent	89	Cripple	Deprecated Crippling Agent | Use: Cripples the target, reducing movement speed by 40%, increasing time between melee attacks by 45% and increasing time between ranged attacks by 45%.  Lasts 20 sec. (30 |4Sec:Sec; Cooldown) | 10 |4Charge:Charges;
3448	5	Food & Drink	Senggin Root	2639	Food	Senggin Root | Use: Restores 282 health and 282 mana over 21 sec. Must remain seated while eating. (1 |4Sec:Sec; Cooldown)
3507	8	Other	Deprecated Test Fishliver Oil	65	Haste	Deprecated Test Fishliver Oil | Use: Increases your attack speed by 2% for 30 sec. (5 |4Sec:Sec; Cooldown) | 5 |4Charge:Charges; | Requires Level 6
3530	7	Bandages	Wool Bandage	3267	First Aid	Wool Bandage | Use: Heals 161 damage over 7 sec. | Requires First Aid (50)
3531	7	Bandages	Heavy Wool Bandage	3268	First Aid	Heavy Wool Bandage | Use: Heals 301 damage over 7 sec. | Requires First Aid (75)
3662	5	Food & Drink	Crocolisk Steak	1248382	Nutritious Food	Crocolisk Steak | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 5
3663	5	Food & Drink	Murloc Fin Soup	1248377	Nutritious Food	Murloc Fin Soup | Use: Restores 58 health over 18 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 1 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown)
3664	5	Food & Drink	Crocolisk Gumbo	1248387	Nutritious Food	Crocolisk Gumbo | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. | Requires Level 15
3665	5	Food & Drink	Curiously Tasty Omelet	1248386	Nutritious Food	Curiously Tasty Omelet | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
3666	5	Food & Drink	Gooey Spider Cake	1248386	Nutritious Food	Gooey Spider Cake | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
3703	5	Food & Drink	Southshore Stout	11008	Standard Alcohol	Southshore Stout | Use: A typical alcoholic beverage. (10 |4Sec:Sec; Cooldown)
3726	5	Food & Drink	Big Bear Steak	1248384	Nutritious Food	Big Bear Steak | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Strength for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 5
3727	5	Food & Drink	Hot Lion Chops	1248387	Nutritious Food	Hot Lion Chops | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
3728	5	Food & Drink	Tasty Lion Steak	1248391	Nutritious Food	Tasty Lion Steak | Use: Restores 841 health over 27 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 10 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 25
